id,y
0,65.91119776364312
1,69.60396837920857
2,67.90020822659115
3,67.00803102636965
4,72.8715804380552
5,80.4420012651534
6,63.58249749114382
7,67.31580755732514
8,80.78490383474936
9,80.54766906805109
10,63.73497540649037
11,81.10553882726379
12,73.9764000784699
13,82.31594196837058
14,59.99419923613008
15,84.5236724595211
16,70.8634426070999
17,76.2664739388436
18,68.9717938401914
19,66.76954481960564
20,65.81596226830874
21,68.87725919129429
22,79.05959530565644
23,73.49008703630827
24,61.765619522996424
25,71.95262974000556
26,55.802528535128744
27,71.90591393360984
28,65.30172286578869
29,76.3511201483127
30,64.4458284209441
31,68.90602957195676
32,56.838728998986056
33,70.12841729752942
34,65.89646443811958
35,66.79083024486083
36,78.93957406858048
37,60.0670789408886
38,72.11915940266609
39,69.66196543166
40,72.14592346285167
41,74.08093387857889
42,70.50066673764523
43,76.66512453935387
44,78.40915515992599
45,64.4811943918071
46,69.50785429321755
47,73.48015268547061
48,77.31081172939002
49,67.18833705074307
50,75.25737241916576
51,69.01329318660132
52,61.439316117365905
53,77.81196612782756
54,78.99390003352926
55,75.50192035415884
56,62.00961455026143
57,68.64881959494934
58,72.2187820073635
59,62.911379898054456
60,64.58703746662596
61,71.81198104019799
62,69.36737592416628
63,71.23974066467458
64,72.75808809726945
65,57.16588639571344
66,71.12581812069305
67,78.64919978780713
68,64.48800390282538
69,75.66803932137465
70,67.66743543202317
71,75.19386192599629
72,59.73564557565257
73,59.21015898590626
74,65.295789487786
75,76.0204037164905
76,80.00146314527115
77,57.21710312954328
78,79.55825621872253
79,82.09140971882067
80,71.40344015684241
81,75.14251590494139
82,70.33121853339391
83,74.64156511110995
84,61.65329831027321
85,67.55263725957415
86,60.07155632991109
87,75.83016306103778
88,76.61585200929852
89,81.7243958316734
90,66.1007688493266
91,69.70258326739074
92,75.25493221658122
93,65.60836772522333
94,66.03663015106858
95,61.289806149575604
96,66.07652513803569
97,63.81164095568505
98,70.0059710105558
99,76.31476298651262
100,79.1174541996643
101,81.49842327050524
102,78.74013116099165
103,78.9766763927526
104,83.64831565470136
105,64.90023557181898
106,62.622569890729
107,70.42031239961148
108,76.9611096363199
109,58.87372934803697
110,72.0512839270545
111,76.0795609917201
112,71.00485702427771
113,56.39231804771748
114,66.32914856719057
115,73.66345332288616
116,75.48042251833066
117,79.17430905826974
118,79.00768791241723
119,75.6357315397675
120,78.76986246316807
121,76.08531774664883
122,66.1086898141879
123,64.50756441802275
124,72.00237242208843
125,56.21389567286995
126,61.404865151284596
127,77.47918118808468
128,75.4284304205837
129,67.67855105367072
130,63.133668409273454
131,78.01912452461706
132,65.67175382751014
133,58.44227114285641
134,77.08873165427508
135,61.351978960741285
136,75.5931677392609
137,75.81452084526988
138,75.85234786396875
139,72.11210798792136
140,67.40791125398114
141,61.271080434794925
142,75.56150301256942
143,77.95046176871948
144,74.44613182700589
145,60.73742944222835
146,69.34112280273538
147,61.88345672184358
148,72.34219276194092
149,71.08608431789058
150,74.28115429818446
151,75.75430024603774
152,72.94225354502277
153,65.1075191648724
154,83.50293532847684
155,56.52597767535101
156,65.37092253677947
157,72.51685794989251
158,78.57884532829777
159,78.88583589783723
160,78.23280579053119
161,66.06053020855188
162,80.28463110652362
163,67.8293782191561
164,68.13020456118842
165,73.43233300972707
166,64.68737726383299
167,75.22039143351569
168,67.330326549517
169,77.71483519123034
170,61.86249235888707
171,71.25989835396611
172,57.17026351989129
173,66.65565089772454
174,82.41044199990642
175,63.250994595947496
176,78.61810158646617
177,72.88496457144825
178,60.90675785207364
179,67.39527520375141
180,67.58309828937388
181,63.761269367267296
182,75.2829075076935
183,66.04754335903729
184,53.76646662733886
185,55.710060116838086
186,61.662711219201704
187,55.97926761021361
188,58.108650395310335
189,59.944278835866726
190,70.56282346936781
191,67.55314520442946
192,79.6236983799404
193,68.90468823018797
194,58.219385644695464
195,73.61107496378409
196,73.84353608595735
197,76.23038657563345
198,55.4547773032207
199,54.36313779061807
200,63.58894454254439
201,69.4792058529684
202,74.83175875276149
203,75.05175739675896
204,82.03348476536904
205,71.9036669217189
206,68.72287765445925
207,74.3784665329808
208,55.883680966204196
209,60.16062128547108
210,72.67337127850851
211,71.90083520800547
212,75.45356198489577
213,82.08259564156185
214,62.8391261357726
215,70.8778144644763
216,73.85942940286044
217,76.41111864009969
218,61.190877393254645
219,76.98760157710396
220,56.0396150820333
221,73.99119372107918
222,59.22595211543704
223,72.41090194650103
224,68.40554733835754
225,65.76157372928121
226,76.76875860159441
227,70.06972556256716
228,63.78327186685324
229,69.87338049311337
230,68.25231040010992
231,64.00587053691301
232,67.75122400177932
233,74.50330662219301
234,73.81656912586074
235,78.29990224112467
236,68.03619699357502
237,76.5083270533155
238,86.15905818105387
239,56.05965512184756
240,58.3469833923966
241,53.54747074897207
242,67.06838477714984
243,63.187405019764796
244,64.56232429270578
245,70.38117363854775
246,62.70982004020161
247,71.88506760198777
248,81.97541473670624
249,61.87060919767093
250,64.50579390958268
251,66.48519572971185
252,72.51686068297734
253,65.43181999509396
254,64.05855294586382
255,79.69058036124908
256,74.59549412578727
257,70.06964504676031
258,60.099955598137456
259,66.26259656005024
260,71.38105452369126
261,69.41770966564745
262,61.270309148042756
263,84.50957204978604
264,75.93117515210199
265,62.77741732976571
266,66.73054110905638
267,81.80284354359901
268,72.36516902171118
269,77.36350191004475
270,69.33729902703234
271,62.688316512031484
272,73.64600225199517
273,60.5715053870363
274,63.991648099773705
275,82.76498862565654
276,71.20941256470383
277,62.55770876445625
278,68.25035232829354
279,72.89498604845448
280,62.105221507610416
281,66.11075931189684
282,76.84840320165141
283,60.24324240658629
284,71.94675317174641
285,79.24241374132949
286,66.35342630480363
287,63.1215886715569
288,59.65613652835348
289,69.97828979267513
290,63.40788911608807
291,69.48090400113644
292,77.54629098881645
293,63.2929466336751
294,73.13175622029439
295,69.80925077216516
296,75.06863914028625
297,65.70647080324451
298,66.87678882964914
299,62.144781379451246
300,69.01687896061094
301,71.34950176714574
302,77.15340935993525
303,70.27036385732984
304,61.16096501911535
305,62.448564385379214
306,73.47881268240124
307,63.68760209986356
308,81.5703744105881
309,49.96832594845825
310,78.29777801348989
311,73.52645285830597
312,68.7517893952247
313,67.70026545895709
314,67.43067521998708
315,65.97325946830134
316,64.88835727684511
317,73.51734752213858
318,59.99170968793139
319,58.32429617369899
320,76.14908461222137
321,69.89218125348546
322,63.77147137501401
323,63.61500218711924
324,70.23222082478907
325,79.03248635913329
326,54.459643613951485
327,62.87981638606035
328,71.8773449014756
329,66.5194970402403
330,79.21463606122258
331,53.48846751138096
332,66.90519716273172
333,64.5304731878785
334,69.19610641210258
335,66.76673247299337
336,59.29388221281868
